proname|args|rettype|provolatile|proleakproof
numerictypmodout|{int4}|cstring|i|f
numnode|{tsquery}|int4|i|f
numrange|{numeric,numeric}|numrange|i|f
numrange|{text,numeric,numeric}|numrange|i|f
numrange_subdiff|{numeric,numeric}|float8|i|f
obj_description|{name,oid}|text|s|f
obj_description|{oid}|text|s|f
octet_length|{bit}|int4|i|f
octet_length|{bpchar}|int4|i|f
octet_length|{bytea}|int4|i|f
octet_length|{text}|int4|i|f
oid|{int8}|oid|i|f
oideq|{oid,oid}|bool|i|t
oidge|{oid,oid}|bool|i|t
oidgt|{oid,oid}|bool|i|t
oidin|{cstring}|oid|i|f
oidlarger|{oid,oid}|oid|i|f
oidle|{oid,oid}|bool|i|t
oidlt|{oid,oid}|bool|i|t
oidne|{oid,oid}|bool|i|t
oidout|{oid}|cstring|i|f
oidrecv|{internal}|oid|i|f
oidsend|{oid}|bytea|i|f
oidsmaller|{oid,oid}|oid|i|f
oidvectoreq|{oidvector,oidvector}|bool|i|t
oidvectorge|{oidvector,oidvector}|bool|i|t
oidvectorgt|{oidvector,oidvector}|bool|i|t
oidvectorin|{cstring}|oidvector|i|f
oidvectorle|{oidvector,oidvector}|bool|i|t
oidvectorlt|{oidvector,oidvector}|bool|i|t
oidvectorne|{oidvector,oidvector}|bool|i|t
oidvectorout|{oidvector}|cstring|i|f
oidvectorrecv|{internal}|oidvector|i|f
oidvectorsend|{oidvector}|bytea|i|f
oidvectortypes|{oidvector}|text|s|f
on_pb|{point,box}|bool|i|f
on_pl|{line,point}|bool|i|f
on_ppath|{point,path}|bool|i|f
on_ps|{lseg,point}|bool|i|f
on_sb|{lseg,box}|bool|i|f
on_sl|{line,lseg}|bool|i|f
opaque_in|{cstring}|opaque|i|f
opaque_out|{opaque}|cstring|i|f
ordered_set_transition|{any,internal}|internal|i|f
ordered_set_transition_multi|{internal,any}|internal|i|f
overlaps|{interval,timestamp,interval,timestamp}|bool|i|f
overlaps|{interval,timestamptz,timestamptz,timestamptz}|bool|s|f
overlaps|{time,interval,interval,time}|bool|i|f
overlaps|{time,time,time,interval}|bool|i|f
overlaps|{time,time,time,interval}|bool|i|f
overlaps|{time,time,time,time}|bool|i|f
overlaps|{timestamp,timestamp,interval,timestamp}|bool|i|f
overlaps|{timestamp,timestamp,interval,timestamp}|bool|i|f
overlaps|{timestamp,timestamp,timestamp,timestamp}|bool|i|f
overlaps|{timestamptz,interval,timestamptz,interval}|bool|s|f
overlaps|{timestamptz,timestamptz,interval,timestamptz}|bool|s|f
overlaps|{timestamptz,timestamptz,timestamptz,timestamptz}|bool|i|f
overlaps|{timetz,timetz,timetz,timetz}|bool|i|f
overlaps_2d|{box2df,box2df}|bool|i|f
overlaps_2d|{box2df,geometry}|bool|i|f
overlaps_2d|{geometry,box2df}|bool|i|f
overlaps_geog|{geography,gidx}|bool|i|f
overlaps_geog|{gidx,geography}|bool|i|f
overlaps_geog|{gidx,gidx}|bool|i|f
overlaps_nd|{geometry,gidx}|bool|i|f
overlaps_nd|{gidx,geometry}|bool|i|f
overlaps_nd|{gidx,gidx}|bool|i|f
overlay|{bit,int4,bit}|bit|i|f
overlay|{bit,int4,int4,bit}|bit|i|f
overlay|{bytea,bytea,int4,int4}|bytea|i|f
overlay|{int4,bytea,bytea}|bytea|i|f
overlay|{text,int4,text}|text|i|f
overlay|{text,int4,text,int4}|text|i|f
parse_ident|{bool,text}|_text|i|f
path|{geometry}|path|i|f
path|{polygon}|path|i|f
path_add|{path,path}|path|i|f
path_add_pt|{point,path}|path|i|f
path_center|{path}|point|i|f
path_contain_pt|{point,path}|bool|i|f
path_distance|{path,path}|float8|i|f
path_div_pt|{point,path}|path|i|f
path_in|{cstring}|path|i|f
path_inter|{path,path}|bool|i|f
path_length|{path}|float8|i|f
path_mul_pt|{path,point}|path|i|f
path_n_eq|{path,path}|bool|i|f
path_n_ge|{path,path}|bool|i|f
path_n_gt|{path,path}|bool|i|f
path_n_le|{path,path}|bool|i|f
path_n_lt|{path,path}|bool|i|f
path_npoints|{path}|int4|i|f
path_out|{path}|cstring|i|f
path_recv|{internal}|path|i|f
path_send|{path}|bytea|i|f
path_sub_pt|{point,path}|path|i|f
pclose|{path}|path|i|f
percent_rank|{any}|float8|i|f
percent_rank_final|{any,internal}|float8|i|f
percentile_cont|{_float8,float8}|_float8|i|f
percentile_cont|{_float8,interval}|_interval|i|f
percentile_cont|{float8,float8}|float8|i|f
percentile_cont|{float8,interval}|interval|i|f
percentile_cont_float8_final|{internal,float8}|float8|i|f
percentile_cont_float8_multi_final|{internal,_float8}|_float8|i|f
percentile_cont_interval_final|{float8,internal}|interval|i|f
percentile_cont_interval_multi_final|{_float8,internal}|_interval|i|f
percentile_disc|{_float8,anyelement}|anyarray|i|f
percentile_disc|{float8,anyelement}|anyelement|i|f
percentile_disc_final|{internal,float8,anyelement}|anyelement|i|f
percentile_disc_multi_final|{anyelement,_float8,internal}|anyarray|i|f
pg_advisory_lock|{int4,int4}|void|v|f
pg_advisory_lock|{int8}|void|v|f
pg_advisory_lock_shared|{int4,int4}|void|v|f
pg_advisory_lock_shared|{int8}|void|v|f
pg_advisory_unlock|{int4,int4}|bool|v|f
pg_advisory_unlock|{int8}|bool|v|f
pg_advisory_unlock_shared|{int4,int4}|bool|v|f
pg_advisory_unlock_shared|{int8}|bool|v|f
pg_advisory_xact_lock|{int4,int4}|void|v|f
pg_advisory_xact_lock|{int8}|void|v|f
pg_advisory_xact_lock_shared|{int4,int4}|void|v|f
pg_advisory_xact_lock_shared|{int8}|void|v|f
pg_blocking_pids|{int4}|_int4|v|f
pg_cancel_backend|{int4}|bool|v|f
pg_char_to_encoding|{name}|int4|s|f
pg_collation_actual_version|{oid}|text|v|f
pg_collation_for|{any}|text|s|f
pg_collation_is_visible|{oid}|bool|s|f
pg_column_is_updatable|{regclass,bool,int2}|bool|s|f
pg_column_size|{any}|int4|s|f
pg_conversion_is_visible|{oid}|bool|s|f
pg_copy_logical_replication_slot|{name,name}|record|v|f
pg_copy_logical_replication_slot|{name,name,bool}|record|v|f
pg_copy_logical_replication_slot|{name,name,name,bool}|record|v|f
pg_copy_physical_replication_slot|{name,name}|record|v|f
pg_copy_physical_replication_slot|{name,name,bool}|record|v|f
pg_create_logical_replication_slot|{bool,name,name}|record|v|f
pg_create_physical_replication_slot|{bool,bool,name}|record|v|f
pg_create_restore_point|{text}|pg_lsn|v|f
pg_current_logfile|{text}|text|v|f
pg_database_size|{name}|int8|v|f
pg_database_size|{oid}|int8|v|f
pg_ddl_command_in|{cstring}|pg_ddl_command|i|f
pg_ddl_command_out|{pg_ddl_command}|cstring|i|f
pg_ddl_command_recv|{internal}|pg_ddl_command|i|f
pg_ddl_command_send|{pg_ddl_command}|bytea|i|f
pg_dependencies_in|{cstring}|pg_dependencies|i|f
pg_dependencies_out|{pg_dependencies}|cstring|i|f
pg_dependencies_recv|{internal}|pg_dependencies|s|f
pg_dependencies_send|{pg_dependencies}|bytea|s|f
pg_describe_object|{int4,oid,oid}|text|s|f
pg_drop_replication_slot|{name}|void|v|f
pg_encoding_max_length|{int4}|int4|i|f
pg_encoding_to_char|{int4}|name|s|f
pg_extension_config_dump|{text,regclass}|void|v|f
pg_extension_update_paths|{name}|record|s|f
pg_filenode_relation|{oid,oid}|regclass|s|f
pg_function_is_visible|{oid}|bool|s|f
pg_get_constraintdef|{bool,oid}|text|s|f
pg_get_constraintdef|{oid}|text|s|f
pg_get_expr|{bool,pg_node_tree,oid}|text|s|f
pg_get_expr|{oid,pg_node_tree}|text|s|f
pg_get_function_arg_default|{oid,int4}|text|s|f
pg_get_function_arguments|{oid}|text|s|f
pg_get_function_identity_arguments|{oid}|text|s|f
pg_get_function_result|{oid}|text|s|f
pg_get_functiondef|{oid}|text|s|f
pg_get_indexdef|{int4,oid,bool}|text|s|f
pg_get_indexdef|{oid}|text|s|f
pg_get_multixact_members|{xid}|record|v|f
pg_get_object_address|{_text,_text,text}|record|s|f
pg_get_partition_constraintdef|{oid}|text|s|f
pg_get_partkeydef|{oid}|text|s|f
pg_get_publication_tables|{text}|oid|s|f
pg_get_replica_identity_index|{regclass}|regclass|s|f
pg_get_ruledef|{oid}|text|s|f
pg_get_ruledef|{oid,bool}|text|s|f
pg_get_serial_sequence|{text,text}|text|s|f
pg_get_statisticsobjdef|{oid}|text|s|f
pg_get_triggerdef|{oid}|text|s|f
pg_get_triggerdef|{oid,bool}|text|s|f
pg_get_userbyid|{oid}|name|s|f
pg_get_viewdef|{oid}|text|s|f
pg_get_viewdef|{oid,bool}|text|s|f
pg_get_viewdef|{oid,int4}|text|s|f
pg_get_viewdef|{text}|text|s|f
pg_get_viewdef|{text,bool}|text|s|f
pg_has_role|{name,text}|bool|s|f
pg_has_role|{oid,name,text}|bool|s|f
pg_has_role|{text,name,name}|bool|s|f
pg_has_role|{text,name,oid}|bool|s|f
pg_has_role|{text,oid}|bool|s|f
pg_has_role|{text,oid,oid}|bool|s|f
pg_identify_object|{oid,oid,int4}|record|s|f
pg_identify_object_as_address|{int4,oid,oid}|record|s|f
pg_import_system_collations|{regnamespace}|int4|v|f
pg_index_column_has_property|{text,int4,regclass}|bool|s|f
pg_index_has_property|{text,regclass}|bool|s|f
pg_indexam_has_property|{text,oid}|bool|s|f
pg_indexam_progress_phasename|{int8,oid}|text|i|f
pg_indexes_size|{regclass}|int8|v|f
pg_is_other_temp_schema|{oid}|bool|s|f
pg_isolation_test_session_is_blocked|{_int4,int4}|bool|v|f
pg_logical_emit_message|{bytea,bool,text}|pg_lsn|v|f
pg_logical_emit_message|{text,bool,text}|pg_lsn|v|f
pg_logical_slot_get_binary_changes|{_text,int4,pg_lsn,name}|record|v|f
pg_logical_slot_get_changes|{pg_lsn,int4,name,_text}|record|v|f
pg_logical_slot_peek_binary_changes|{name,pg_lsn,_text,int4}|record|v|f
pg_logical_slot_peek_changes|{_text,pg_lsn,name,int4}|record|v|f
pg_ls_dir|{bool,bool,text}|text|v|f
pg_ls_dir|{text}|text|v|f
pg_ls_tmpdir|{oid}|record|v|f
pg_lsn_cmp|{pg_lsn,pg_lsn}|int4|i|t
pg_lsn_eq|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_ge|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_gt|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_hash|{pg_lsn}|int4|i|f
pg_lsn_hash_extended|{int8,pg_lsn}|int8|i|f
pg_lsn_in|{cstring}|pg_lsn|i|f
pg_lsn_le|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_lt|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_mi|{pg_lsn,pg_lsn}|numeric|i|f
pg_lsn_ne|{pg_lsn,pg_lsn}|bool|i|t
pg_lsn_out|{pg_lsn}|cstring|i|f
pg_lsn_recv|{internal}|pg_lsn|i|f
pg_lsn_send|{pg_lsn}|bytea|i|f
pg_mcv_list_in|{cstring}|pg_mcv_list|i|f
pg_mcv_list_items|{pg_mcv_list}|record|s|f
pg_mcv_list_out|{pg_mcv_list}|cstring|i|f
pg_mcv_list_recv|{internal}|pg_mcv_list|s|f
pg_mcv_list_send|{pg_mcv_list}|bytea|s|f
pg_ndistinct_in|{cstring}|pg_ndistinct|i|f
pg_ndistinct_out|{pg_ndistinct}|cstring|i|f
pg_ndistinct_recv|{internal}|pg_ndistinct|s|f
pg_ndistinct_send|{pg_ndistinct}|bytea|s|f
pg_nextoid|{regclass,regclass,name}|oid|v|f
pg_node_tree_in|{cstring}|pg_node_tree|i|f
pg_node_tree_out|{pg_node_tree}|cstring|i|f
pg_node_tree_recv|{internal}|pg_node_tree|s|f
pg_node_tree_send|{pg_node_tree}|bytea|s|f
pg_notify|{text,text}|void|v|f
pg_opclass_is_visible|{oid}|bool|s|f
pg_operator_is_visible|{oid}|bool|s|f
pg_opfamily_is_visible|{oid}|bool|s|f
pg_options_to_table|{_text}|record|s|f
pg_partition_ancestors|{regclass}|regclass|v|f
pg_partition_root|{regclass}|regclass|i|f
pg_partition_tree|{regclass}|record|v|f
pg_promote|{bool,int4}|bool|v|f
pg_read_binary_file|{int8,int8,text}|bytea|v|f
pg_read_binary_file|{int8,text,int8,bool}|bytea|v|f
pg_read_binary_file|{text}|bytea|v|f
pg_read_file|{int8,int8,bool,text}|text|v|f
pg_read_file|{text}|text|v|f
pg_read_file|{text,int8,int8}|text|v|f
pg_read_file_old|{int8,int8,text}|text|v|f
pg_relation_filenode|{regclass}|oid|s|f
pg_relation_filepath|{regclass}|text|s|f
pg_relation_is_publishable|{regclass}|bool|s|f
pg_relation_is_updatable|{bool,regclass}|int4|s|f
pg_relation_size|{regclass}|int8|v|f
pg_relation_size|{regclass,text}|int8|v|f
pg_replication_origin_advance|{pg_lsn,text}|void|v|f
pg_replication_origin_create|{text}|oid|v|f
pg_replication_origin_drop|{text}|void|v|f
pg_replication_origin_oid|{text}|oid|s|f
pg_replication_origin_progress|{text,bool}|pg_lsn|v|f
pg_replication_origin_session_progress|{bool}|pg_lsn|v|f
pg_replication_origin_session_setup|{text}|void|v|f
pg_replication_origin_xact_setup|{pg_lsn,timestamptz}|void|v|f
pg_replication_slot_advance|{pg_lsn,name}|record|v|f
pg_safe_snapshot_blocking_pids|{int4}|_int4|v|f
pg_sequence_last_value|{regclass}|int8|v|f
pg_sequence_parameters|{oid}|record|s|f
pg_size_bytes|{text}|int8|i|f
pg_size_pretty|{int8}|text|i|f
pg_size_pretty|{numeric}|text|i|f
pg_sleep|{float8}|void|v|f
pg_sleep_for|{interval}|void|v|f
pg_sleep_until|{timestamptz}|void|v|f
pg_start_backup|{bool,text,bool}|pg_lsn|v|f
pg_stat_file|{bool,text}|record|v|f
pg_stat_file|{text}|record|v|f
pg_stat_get_activity|{int4}|record|s|f
pg_stat_get_analyze_count|{oid}|int8|s|f
pg_stat_get_autoanalyze_count|{oid}|int8|s|f
pg_stat_get_autovacuum_count|{oid}|int8|s|f
pg_stat_get_backend_activity|{int4}|text|s|f
pg_stat_get_backend_activity_start|{int4}|timestamptz|s|f
pg_stat_get_backend_client_addr|{int4}|inet|s|f
pg_stat_get_backend_client_port|{int4}|int4|s|f
pg_stat_get_backend_dbid|{int4}|oid|s|f
pg_stat_get_backend_pid|{int4}|int4|s|f
pg_stat_get_backend_start|{int4}|timestamptz|s|f
pg_stat_get_backend_userid|{int4}|oid|s|f
pg_stat_get_backend_wait_event|{int4}|text|s|f
pg_stat_get_backend_wait_event_type|{int4}|text|s|f
pg_stat_get_backend_xact_start|{int4}|timestamptz|s|f
pg_stat_get_blocks_fetched|{oid}|int8|s|f
pg_stat_get_blocks_hit|{oid}|int8|s|f
pg_stat_get_db_blk_read_time|{oid}|float8|s|f
pg_stat_get_db_blk_write_time|{oid}|float8|s|f
pg_stat_get_db_blocks_fetched|{oid}|int8|s|f
pg_stat_get_db_blocks_hit|{oid}|int8|s|f
pg_stat_get_db_checksum_failures|{oid}|int8|s|f
pg_stat_get_db_checksum_last_failure|{oid}|timestamptz|s|f
pg_stat_get_db_conflict_all|{oid}|int8|s|f
pg_stat_get_db_conflict_bufferpin|{oid}|int8|s|f
pg_stat_get_db_conflict_lock|{oid}|int8|s|f
pg_stat_get_db_conflict_snapshot|{oid}|int8|s|f
pg_stat_get_db_conflict_startup_deadlock|{oid}|int8|s|f
pg_stat_get_db_conflict_tablespace|{oid}|int8|s|f
pg_stat_get_db_deadlocks|{oid}|int8|s|f
pg_stat_get_db_numbackends|{oid}|int4|s|f
pg_stat_get_db_stat_reset_time|{oid}|timestamptz|s|f
pg_stat_get_db_temp_bytes|{oid}|int8|s|f
pg_stat_get_db_temp_files|{oid}|int8|s|f
pg_stat_get_db_tuples_deleted|{oid}|int8|s|f
pg_stat_get_db_tuples_fetched|{oid}|int8|s|f
pg_stat_get_db_tuples_inserted|{oid}|int8|s|f
pg_stat_get_db_tuples_returned|{oid}|int8|s|f
pg_stat_get_db_tuples_updated|{oid}|int8|s|f
pg_stat_get_db_xact_commit|{oid}|int8|s|f
pg_stat_get_db_xact_rollback|{oid}|int8|s|f
pg_stat_get_dead_tuples|{oid}|int8|s|f
pg_stat_get_function_calls|{oid}|int8|s|f
pg_stat_get_function_self_time|{oid}|float8|s|f
pg_stat_get_function_total_time|{oid}|float8|s|f
pg_stat_get_last_analyze_time|{oid}|timestamptz|s|f
pg_stat_get_last_autoanalyze_time|{oid}|timestamptz|s|f
pg_stat_get_last_autovacuum_time|{oid}|timestamptz|s|f
pg_stat_get_last_vacuum_time|{oid}|timestamptz|s|f
pg_stat_get_live_tuples|{oid}|int8|s|f
pg_stat_get_mod_since_analyze|{oid}|int8|s|f
pg_stat_get_numscans|{oid}|int8|s|f
pg_stat_get_progress_info|{text}|record|s|f
pg_stat_get_subscription|{oid}|record|s|f
pg_stat_get_tuples_deleted|{oid}|int8|s|f
pg_stat_get_tuples_fetched|{oid}|int8|s|f
pg_stat_get_tuples_hot_updated|{oid}|int8|s|f
pg_stat_get_tuples_inserted|{oid}|int8|s|f
pg_stat_get_tuples_returned|{oid}|int8|s|f
pg_stat_get_tuples_updated|{oid}|int8|s|f
pg_stat_get_vacuum_count|{oid}|int8|s|f
pg_stat_get_xact_blocks_fetched|{oid}|int8|v|f
pg_stat_get_xact_blocks_hit|{oid}|int8|v|f
pg_stat_get_xact_function_calls|{oid}|int8|v|f
pg_stat_get_xact_function_self_time|{oid}|float8|v|f
pg_stat_get_xact_function_total_time|{oid}|float8|v|f
pg_stat_get_xact_numscans|{oid}|int8|v|f
pg_stat_get_xact_tuples_deleted|{oid}|int8|v|f
pg_stat_get_xact_tuples_fetched|{oid}|int8|v|f
pg_stat_get_xact_tuples_hot_updated|{oid}|int8|v|f
pg_stat_get_xact_tuples_inserted|{oid}|int8|v|f
pg_stat_get_xact_tuples_returned|{oid}|int8|v|f
pg_stat_get_xact_tuples_updated|{oid}|int8|v|f
pg_stat_reset_shared|{text}|void|v|f
pg_stat_reset_single_function_counters|{oid}|void|v|f
pg_stat_reset_single_table_counters|{oid}|void|v|f
pg_statistics_obj_is_visible|{oid}|bool|s|f
pg_stop_backup|{bool,bool}|record|v|f
pg_table_is_visible|{oid}|bool|s|f
pg_table_size|{regclass}|int8|v|f
pg_tablespace_databases|{oid}|oid|s|f
pg_tablespace_location|{oid}|text|s|f
pg_tablespace_size|{name}|int8|v|f
pg_tablespace_size|{oid}|int8|v|f
pg_terminate_backend|{int4}|bool|v|f
pg_total_relation_size|{regclass}|int8|v|f
pg_try_advisory_lock|{int4,int4}|bool|v|f
pg_try_advisory_lock|{int8}|bool|v|f
pg_try_advisory_lock_shared|{int4,int4}|bool|v|f
pg_try_advisory_lock_shared|{int8}|bool|v|f
pg_try_advisory_xact_lock|{int4,int4}|bool|v|f
pg_try_advisory_xact_lock|{int8}|bool|v|f
pg_try_advisory_xact_lock_shared|{int4,int4}|bool|v|f
pg_try_advisory_xact_lock_shared|{int8}|bool|v|f
pg_ts_config_is_visible|{oid}|bool|s|f
pg_ts_dict_is_visible|{oid}|bool|s|f
pg_ts_parser_is_visible|{oid}|bool|s|f
pg_ts_template_is_visible|{oid}|bool|s|f
pg_type_is_visible|{oid}|bool|s|f
pg_typeof|{any}|regtype|s|f
pg_wal_lsn_diff|{pg_lsn,pg_lsn}|numeric|i|f
pg_walfile_name|{pg_lsn}|text|i|f
pg_walfile_name_offset|{pg_lsn}|record|i|f
pg_xact_commit_timestamp|{xid}|timestamptz|v|f
pgis_asgeobuf_finalfn|{internal}|bytea|i|f
pgis_asgeobuf_transfn|{internal,anyelement}|internal|i|f
pgis_asgeobuf_transfn|{internal,anyelement,text}|internal|i|f
pgis_asmvt_combinefn|{internal,internal}|internal|i|f
pgis_asmvt_deserialfn|{bytea,internal}|internal|i|f
pgis_asmvt_finalfn|{internal}|bytea|i|f
pgis_asmvt_serialfn|{internal}|bytea|i|f
pgis_asmvt_transfn|{internal,anyelement}|internal|i|f
pgis_asmvt_transfn|{internal,anyelement,text}|internal|i|f
pgis_asmvt_transfn|{internal,anyelement,text,int4}|internal|i|f
pgis_asmvt_transfn|{internal,anyelement,text,int4,text}|internal|i|f
pgis_asmvt_transfn|{internal,anyelement,text,int4,text,text}|internal|i|f
pgis_geometry_accum_transfn|{internal,geometry}|internal|v|f
pgis_geometry_accum_transfn|{internal,geometry,float8}|internal|v|f
pgis_geometry_accum_transfn|{internal,geometry,float8,int4}|internal|v|f
pgis_geometry_clusterintersecting_finalfn|{internal}|_geometry|v|f
pgis_geometry_clusterwithin_finalfn|{internal}|_geometry|v|f
pgis_geometry_collect_finalfn|{internal}|geometry|v|f
pgis_geometry_makeline_finalfn|{internal}|geometry|v|f
pgis_geometry_polygonize_finalfn|{internal}|geometry|v|f
pgis_geometry_union_finalfn|{internal}|geometry|v|f
phraseto_tsquery|{regconfig,text}|tsquery|i|f
phraseto_tsquery|{text}|tsquery|s|f
plainto_tsquery|{regconfig,text}|tsquery|i|f
plainto_tsquery|{text}|tsquery|s|f
plpgsql_inline_handler|{internal}|void|v|f
plpgsql_validator|{oid}|void|v|f
point|{box}|point|i|f
point|{circle}|point|i|f
point|{float8,float8}|point|i|f
point|{geometry}|point|i|f
point|{lseg}|point|i|f
point|{path}|point|i|f
point|{polygon}|point|i|f
point_above|{point,point}|bool|i|f
point_add|{point,point}|point|i|f
point_below|{point,point}|bool|i|f
point_distance|{point,point}|float8|i|f
point_div|{point,point}|point|i|f
point_eq|{point,point}|bool|i|f
point_horiz|{point,point}|bool|i|f
point_in|{cstring}|point|i|f
point_left|{point,point}|bool|i|f
point_mul|{point,point}|point|i|f
point_ne|{point,point}|bool|i|f
point_out|{point}|cstring|i|f
point_recv|{internal}|point|i|f
point_right|{point,point}|bool|i|f
point_send|{point}|bytea|i|f
point_sub|{point,point}|point|i|f
point_vert|{point,point}|bool|i|f
poly_above|{polygon,polygon}|bool|i|f
poly_below|{polygon,polygon}|bool|i|f
poly_center|{polygon}|point|i|f
poly_contain|{polygon,polygon}|bool|i|f
poly_contain_pt|{polygon,point}|bool|i|f
poly_contained|{polygon,polygon}|bool|i|f
poly_distance|{polygon,polygon}|float8|i|f
poly_in|{cstring}|polygon|i|f
poly_left|{polygon,polygon}|bool|i|f
poly_npoints|{polygon}|int4|i|f
poly_out|{polygon}|cstring|i|f
poly_overabove|{polygon,polygon}|bool|i|f
poly_overbelow|{polygon,polygon}|bool|i|f
poly_overlap|{polygon,polygon}|bool|i|f
poly_overleft|{polygon,polygon}|bool|i|f
poly_overright|{polygon,polygon}|bool|i|f
poly_recv|{internal}|polygon|i|f
poly_right|{polygon,polygon}|bool|i|f
poly_same|{polygon,polygon}|bool|i|f
poly_send|{polygon}|bytea|i|f
polygon|{box}|polygon|i|f
polygon|{circle}|polygon|i|f
polygon|{circle,int4}|polygon|i|f
polygon|{geometry}|polygon|i|f
polygon|{path}|polygon|i|f
popen|{path}|path|i|f
populate_geometry_columns|{bool}|text|v|f
populate_geometry_columns|{oid,bool}|int4|v|f
position|{bit,bit}|int4|i|f
position|{bytea,bytea}|int4|i|f
position|{text,text}|int4|i|f
positionjoinsel|{int2,internal,oid,internal,internal}|float8|s|f
positionsel|{internal,int4,internal,oid}|float8|s|f
postgis_addbbox|{geometry}|geometry|i|f
postgis_constraint_dims|{text,text,text}|int4|s|f
postgis_constraint_srid|{text,text,text}|int4|s|f
postgis_constraint_type|{text,text,text}|varchar|s|f
postgis_dropbbox|{geometry}|geometry|i|f
postgis_geos_noop|{geometry}|geometry|i|f
postgis_getbbox|{geometry}|box2d|i|f
postgis_hasbbox|{geometry}|bool|i|f
postgis_index_supportfn|{internal}|internal|v|f
postgis_noop|{geometry}|geometry|i|f
postgis_transform_geometry|{geometry,text,text,int4}|geometry|i|f
postgis_type_name|{varchar,int4,bool}|varchar|i|f
postgis_typmod_dims|{int4}|int4|i|f
postgis_typmod_srid|{int4}|int4|i|f
postgis_typmod_type|{int4}|text|i|f
postgresql_fdw_validator|{oid,_text}|bool|i|f
pow|{float8,float8}|float8|i|f
pow|{numeric,numeric}|numeric|i|f
power|{float8,float8}|float8|i|f
power|{numeric,numeric}|numeric|i|f
prefixjoinsel|{int2,internal,internal,oid,internal}|float8|s|f
prefixsel|{int4,oid,internal,internal}|float8|s|f
prsd_end|{internal}|void|i|f
prsd_headline|{internal,tsquery,internal}|internal|i|f
prsd_lextype|{internal}|internal|i|f
prsd_nexttoken|{internal,internal,internal}|internal|i|f
prsd_start|{internal,int4}|internal|i|f
pt_contained_circle|{circle,point}|bool|i|f
pt_contained_poly|{polygon,point}|bool|i|f
query_to_xml|{bool,text,text,bool}|xml|v|f
query_to_xml_and_xmlschema|{text,text,bool,bool}|xml|v|f
query_to_xmlschema|{text,text,bool,bool}|xml|v|f
querytree|{tsquery}|text|i|f
quote_ident|{text}|text|i|f
quote_literal|{anyelement}|text|s|f
quote_literal|{text}|text|i|f
quote_nullable|{anyelement}|text|s|f
quote_nullable|{text}|text|i|f
radians|{float8}|float8|i|f
radius|{circle}|float8|i|f
range_adjacent|{anyrange,anyrange}|bool|i|f
range_after|{anyrange,anyrange}|bool|i|f
range_before|{anyrange,anyrange}|bool|i|f
range_cmp|{anyrange,anyrange}|int4|i|f
range_contained_by|{anyrange,anyrange}|bool|i|f
range_contains|{anyrange,anyrange}|bool|i|f
range_contains_elem|{anyelement,anyrange}|bool|i|f
range_eq|{anyrange,anyrange}|bool|i|f
range_ge|{anyrange,anyrange}|bool|i|f
range_gist_consistent|{internal,internal,oid,int2,anyrange}|bool|i|f
range_gist_penalty|{internal,internal,internal}|internal|i|f
range_gist_picksplit|{internal,internal}|internal|i|f
range_gist_same|{internal,anyrange,anyrange}|internal|i|f
range_gist_union|{internal,internal}|anyrange|i|f
range_gt|{anyrange,anyrange}|bool|i|f
range_in|{int4,oid,cstring}|anyrange|s|f
range_intersect|{anyrange,anyrange}|anyrange|i|f
range_le|{anyrange,anyrange}|bool|i|f
range_lt|{anyrange,anyrange}|bool|i|f
range_merge|{anyrange,anyrange}|anyrange|i|f
range_minus|{anyrange,anyrange}|anyrange|i|f
range_ne|{anyrange,anyrange}|bool|i|f
range_out|{anyrange}|cstring|s|f
range_overlaps|{anyrange,anyrange}|bool|i|f
range_overleft|{anyrange,anyrange}|bool|i|f
range_overright|{anyrange,anyrange}|bool|i|f
range_recv|{int4,oid,internal}|anyrange|s|f
range_send|{anyrange}|bytea|s|f
range_typanalyze|{internal}|bool|s|f
range_union|{anyrange,anyrange}|anyrange|i|f
rangesel|{internal,internal,int4,oid}|float8|s|f
rank|{any}|int8|i|f
rank_final|{any,internal}|int8|i|f
record_eq|{record,record}|bool|i|f
record_ge|{record,record}|bool|i|f
record_gt|{record,record}|bool|i|f
record_image_eq|{record,record}|bool|i|f
record_image_ge|{record,record}|bool|i|f
record_image_gt|{record,record}|bool|i|f
record_image_le|{record,record}|bool|i|f
record_image_lt|{record,record}|bool|i|f
record_image_ne|{record,record}|bool|i|f
record_in|{oid,cstring,int4}|record|s|f
record_le|{record,record}|bool|i|f
record_lt|{record,record}|bool|i|f
record_ne|{record,record}|bool|i|f
record_out|{record}|cstring|s|f
record_recv|{int4,oid,internal}|record|s|f
record_send|{record}|bytea|s|f
regclass|{text}|regclass|s|f
regclassin|{cstring}|regclass|s|f
regclassout|{regclass}|cstring|s|f
regclassrecv|{internal}|regclass|i|f
regclasssend|{regclass}|bytea|i|f
regconfigin|{cstring}|regconfig|s|f
regconfigout|{regconfig}|cstring|s|f
regconfigrecv|{internal}|regconfig|i|f
regconfigsend|{regconfig}|bytea|i|f
regdictionaryin|{cstring}|regdictionary|s|f
regdictionaryout|{regdictionary}|cstring|s|f
regdictionaryrecv|{internal}|regdictionary|i|f
